NAME,SEASON,PTS,REB,AST,USG%,TS%,BLK,STL,FT%,3P%,FG%,G,PER,WS,BPM,VORP
Joel Embiid,2018-2019,1760.0,870.4,236.8,32.4,0.593,121.6,44.8,0.804,0.3,0.484,64,26.1,8.7,4.1,3.3
John Collins,2018-2019,1189.5,597.8000000000001,122.0,22.8,0.627,36.6,24.400000000000002,0.763,0.348,0.56,61,21.8,6.0,1.4,1.6
John Henson,2018-2019,78.39999999999999,71.39999999999999,14.0,17.0,0.5529999999999999,11.200000000000001,7.0,0.6,0.355,0.46299999999999997,14,17.1,0.6,1.3,0.2
John Jenkins,2018-2019,122.2,36.4,20.8,16.0,0.536,2.6,0.0,0.833,0.379,0.4,26,9.7,0.2,-5.2,-0.3
John Wall,2018-2019,662.4,115.2,278.4,28.5,0.527,28.8,48.0,0.6970000000000001,0.302,0.444,32,18.0,1.2,-0.2,0.5
Johnathan Motley,2018-2019,101.19999999999999,50.599999999999994,11.0,26.2,0.563,2.2,4.4,0.6,0.0,0.534,22,18.9,0.3,-3.2,0.0
Johnathan Williams,2018-2019,156.0,98.39999999999999,12.0,15.7,0.599,7.199999999999999,7.199999999999999,0.563,0.0,0.591,24,15.1,1.0,-1.7,0.0
Jon Leuer,2018-2019,155.79999999999998,98.39999999999999,12.299999999999999,15.6,0.616,4.1000000000000005,12.299999999999999,0.742,0.091,0.584,41,13.2,0.9,-3.0,-0.1
Jonah Bolden,2018-2019,206.8,167.2,39.6,12.9,0.595,39.6,17.6,0.48100000000000004,0.354,0.494,44,12.7,1.4,1.2,0.5
Jonas Jerebko,2018-2019,459.9,284.7,94.9,14.4,0.588,14.600000000000001,29.200000000000003,0.8,0.36700000000000005,0.45899999999999996,73,13.5,3.3,0.0,0.6
Jonas Valanciunas,2018-2019,764.4,421.4,68.6,27.0,0.616,53.900000000000006,19.6,0.795,0.292,0.5589999999999999,49,24.4,4.2,1.2,0.9
Jonathan Isaac,2018-2019,720.0,412.5,82.5,15.8,0.537,97.5,60.0,0.815,0.32299999999999995,0.429,75,13.0,4.0,0.1,1.1
Jonathon Simmons,2018-2019,364.0,128.79999999999998,128.79999999999998,18.0,0.466,16.8,28.0,0.742,0.26899999999999996,0.38,56,8.5,0.3,-4.8,-0.7
Jordan Bell,2018-2019,224.39999999999998,183.60000000000002,74.80000000000001,13.2,0.531,54.400000000000006,20.4,0.61,0.0,0.516,68,12.9,1.6,-0.4,0.3
Jordan Clarkson,2018-2019,1360.8,267.3,194.4,26.4,0.539,16.2,56.699999999999996,0.8440000000000001,0.324,0.44799999999999995,81,16.8,1.8,-2.0,0.0
Jordan Loyd,2018-2019,28.799999999999997,9.600000000000001,6.0,15.7,0.635,0.0,0.0,0.818,0.5,0.444,12,16.3,0.2,-2.0,0.0
Jordan McRae,2018-2019,159.3,40.5,29.700000000000003,19.0,0.55,8.1,13.5,0.8,0.28600000000000003,0.469,27,14.3,0.5,-3.7,-0.1
Jordan Sibert,2018-2019,3.0,0.0,0.0,8.3,1.5,0.0,0.0,,1.0,1.0,1,29.7,0.0,6.3,0.0
Jose Calderon,2018-2019,112.69999999999999,58.8,112.69999999999999,10.3,0.45299999999999996,4.9,14.7,0.818,0.24600000000000002,0.375,49,7.1,0.6,-5.1,-0.5
Josh Hart,2018-2019,522.6,247.9,93.8,12.9,0.526,40.199999999999996,67.0,0.688,0.336,0.40700000000000003,67,9.3,2.1,-0.7,0.6
Josh Jackson,2018-2019,908.5,347.6,181.7,23.2,0.48700000000000004,55.3,71.10000000000001,0.6709999999999999,0.324,0.413,79,10.6,-1.7,-4.8,-1.4
Josh Okogie,2018-2019,569.8000000000001,214.6,88.8,14.7,0.49200000000000005,29.6,88.8,0.728,0.27899999999999997,0.386,74,9.4,1.2,-1.7,0.1
Josh Richardson,2018-2019,1211.8000000000002,262.8,299.29999999999995,20.2,0.536,36.5,80.30000000000001,0.861,0.35700000000000004,0.41200000000000003,73,14.0,5.6,0.6,1.7
Jrue Holiday,2018-2019,1420.3999999999999,335.0,515.9,24.9,0.555,53.6,107.2,0.768,0.325,0.47200000000000003,67,19.4,5.4,2.8,2.9
Julian Washburn,2018-2019,39.6,41.4,14.4,9.3,0.402,1.8,12.6,0.75,0.20800000000000002,0.33299999999999996,18,6.5,0.1,-3.4,-0.1
Julius Randle,2018-2019,1562.1999999999998,635.0999999999999,226.3,27.2,0.6,43.8,51.099999999999994,0.731,0.344,0.524,73,21.0,6.1,1.4,1.9
Justin Anderson,2018-2019,177.60000000000002,86.4,24.0,16.3,0.516,14.399999999999999,24.0,0.743,0.312,0.408,48,11.2,0.4,-3.3,-0.1
Justin Holiday,2018-2019,861.0,319.8,147.6,15.3,0.52,32.800000000000004,123.0,0.8959999999999999,0.348,0.386,82,10.0,2.1,-0.8,0.8
Justin Jackson,2018-2019,583.2,210.6,97.2,14.0,0.561,16.2,32.4,0.785,0.355,0.447,81,11.3,2.9,-1.6,0.2
Justin Patton,2018-2019,5.1,6.0,3.0,13.8,0.317,0.0,2.0999999999999996,0.5,0.0,0.28600000000000003,3,10.5,0.0,-0.2,0.0
Justise Winslow,2018-2019,831.6,356.40000000000003,283.8,20.5,0.513,19.8,72.60000000000001,0.628,0.375,0.433,66,12.8,2.8,-0.1,1.0
Jusuf Nurkic,2018-2019,1123.2,748.8000000000001,230.4,23.9,0.57,100.8,72.0,0.773,0.10300000000000001,0.508,72,23.4,7.8,5.1,3.5
Kadeem Allen,2018-2019,188.1,51.300000000000004,76.0,19.4,0.574,3.8000000000000003,15.200000000000001,0.778,0.47200000000000003,0.461,19,16.2,1.0,-1.1,0.1
Kalin Lucas,2018-2019,2.0,3.0,1.0,13.3,0.532,0.0,0.0,1.0,0.0,0.0,1,16.6,0.0,-0.6,0.0
Karl-Anthony Towns,2018-2019,1878.8,954.8000000000001,261.8,27.9,0.622,123.2,69.3,0.836,0.4,0.518,77,26.3,10.4,6.8,5.7
Kawhi Leonard,2018-2019,1596.0,438.0,198.0,29.8,0.606,24.0,108.0,0.8540000000000001,0.371,0.496,60,25.8,9.5,5.0,3.6
Keita Bates-Diop,2018-2019,150.0,84.0,18.0,13.9,0.489,15.0,18.0,0.643,0.25,0.423,30,9.6,0.3,-3.1,-0.1
Kelly Olynyk,2018-2019,790.0,371.3,142.20000000000002,17.3,0.61,39.5,55.3,0.8220000000000001,0.354,0.46299999999999997,79,14.4,4.7,1.1,1.4
Kelly Oubre Jr.,2018-2019,1048.8,324.3,82.8,22.1,0.551,62.1,82.8,0.775,0.32,0.445,69,15.2,2.2,-2.2,-0.1
Kemba Walker,2018-2019,2099.2000000000003,360.8,483.8,30.6,0.5579999999999999,32.800000000000004,98.39999999999999,0.8440000000000001,0.35600000000000004,0.434,82,21.7,7.4,3.3,3.9
Kenneth Faried,2018-2019,384.8,251.6,18.5,19.3,0.622,22.2,18.5,0.6459999999999999,0.32,0.589,37,21.6,2.9,-1.2,0.2
Kenrich Williams,2018-2019,280.59999999999997,220.79999999999998,82.8,11.8,0.485,18.400000000000002,46.0,0.684,0.33299999999999996,0.384,46,9.7,1.2,-0.3,0.5
Kent Bazemore,2018-2019,777.1999999999999,261.3,154.1,21.4,0.507,40.199999999999996,87.10000000000001,0.726,0.32,0.402,67,11.9,0.7,-2.2,-0.1
Kentavious Caldwell-Pope,2018-2019,934.8000000000001,237.79999999999998,106.60000000000001,17.4,0.568,16.400000000000002,73.8,0.867,0.34700000000000003,0.43,82,12.9,4.0,-0.6,0.7
Kevin Durant,2018-2019,2028.0,499.20000000000005,460.20000000000005,28.2,0.631,85.80000000000001,54.599999999999994,0.885,0.353,0.521,78,24.2,11.5,4.3,4.3
Kevin Huerter,2018-2019,727.5,247.5,217.5,15.2,0.5329999999999999,22.5,67.5,0.732,0.385,0.419,75,10.1,1.5,-1.9,0.1
Kevin Knox,2018-2019,960.0,337.5,82.5,21.8,0.475,22.5,45.0,0.7170000000000001,0.34299999999999997,0.37,75,8.7,-1.3,-6.0,-2.2
Kevin Love,2018-2019,374.0,239.8,48.400000000000006,25.7,0.561,4.4,6.6,0.904,0.361,0.385,22,19.5,1.3,-1.7,0.0
Kevon Looney,2018-2019,504.0,416.0,120.0,12.0,0.636,56.0,48.0,0.619,0.1,0.625,80,17.3,6.0,3.7,2.1
Khem Birch,2018-2019,240.0,190.0,40.0,13.4,0.64,30.0,20.0,0.6990000000000001,0.0,0.603,50,19.2,2.8,2.4,0.7
Khris Middleton,2018-2019,1409.1000000000001,462.0,331.09999999999997,24.5,0.5579999999999999,7.7,77.0,0.8370000000000001,0.37799999999999995,0.441,77,16.5,6.1,0.8,1.7
Khyri Thomas,2018-2019,59.8,20.8,7.8,15.7,0.413,5.2,7.8,0.636,0.28600000000000003,0.319,26,6.2,0.0,-5.2,-0.2
Klay Thompson,2018-2019,1677.0,296.4,187.2,25.2,0.5710000000000001,46.8,85.80000000000001,0.816,0.402,0.467,78,16.6,5.3,-0.8,0.8
Kobi Simmons,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,0.0,0.0,-7.3,0.0
Kosta Koufos,2018-2019,155.4,176.4,37.800000000000004,14.8,0.47700000000000004,16.8,16.8,0.41700000000000004,,0.47700000000000004,42,12.3,0.7,-2.5,-0.1
Kostas Antetokounmpo,2018-2019,2.0,1.0,0.0,24.0,0.21,0.0,2.0,0.5,,0.0,2,-0.9,-0.1,-13.3,0.0
Kris Dunn,2018-2019,519.8000000000001,188.6,276.0,19.7,0.484,23.0,69.0,0.797,0.354,0.425,46,12.4,0.6,-1.8,0.1
Kyle Anderson,2018-2019,344.0,249.4,129.0,12.6,0.569,38.7,55.9,0.578,0.265,0.5429999999999999,43,12.8,2.7,1.2,1.0
Kyle Korver,2018-2019,602.0,161.0,84.0,17.2,0.5820000000000001,14.0,28.0,0.8220000000000001,0.397,0.41600000000000004,70,11.2,2.3,-1.5,0.2
Kyle Kuzma,2018-2019,1309.0,385.0,175.0,23.2,0.546,28.0,42.0,0.752,0.303,0.456,70,14.0,3.1,-1.7,0.2
Kyle Lowry,2018-2019,923.0,312.0,565.5,19.0,0.562,32.5,91.0,0.83,0.34700000000000003,0.41100000000000003,65,16.5,6.6,3.1,2.8
Kyle O'Quinn,2018-2019,157.5,117.0,54.0,19.4,0.537,27.0,9.0,0.81,0.083,0.507,45,16.8,1.0,1.8,0.4
Kyrie Irving,2018-2019,1594.6000000000001,335.0,462.3,28.5,0.5920000000000001,33.5,100.5,0.873,0.401,0.48700000000000004,67,24.3,9.1,6.4,4.7
LaMarcus Aldridge,2018-2019,1725.3,745.1999999999999,194.4,26.7,0.5760000000000001,105.3,40.5,0.847,0.23800000000000002,0.519,81,22.9,9.3,1.6,2.5
Lance Stephenson,2018-2019,489.6,217.60000000000002,142.8,19.5,0.529,6.800000000000001,40.8,0.685,0.371,0.426,68,11.8,1.1,-2.1,0.0
Lance Thomas,2018-2019,207.0,115.0,27.599999999999998,12.7,0.48200000000000004,9.200000000000001,18.400000000000002,0.75,0.278,0.396,46,6.4,0.1,-5.3,-0.7
Landry Shamet,2018-2019,718.9,134.29999999999998,118.5,14.4,0.604,7.9,39.5,0.8059999999999999,0.42200000000000004,0.431,79,11.0,3.6,-1.0,0.5
Langston Galloway,2018-2019,672.0,168.0,88.0,15.2,0.534,8.0,40.0,0.8440000000000001,0.355,0.38799999999999996,80,10.7,3.4,-1.3,0.3
Larry Nance Jr.,2018-2019,629.8000000000001,549.4,214.4,15.1,0.583,40.199999999999996,100.5,0.716,0.337,0.52,67,18.6,4.9,4.0,2.7
Lauri Markkanen,2018-2019,972.4,468.0,72.8,24.4,0.5529999999999999,31.2,36.4,0.872,0.361,0.43,52,17.1,2.7,-1.9,0.0
LeBron James,2018-2019,1507.0,467.5,456.50000000000006,30.9,0.588,33.0,71.5,0.665,0.33899999999999997,0.51,55,25.6,7.2,8.1,4.9
Lonzo Ball,2018-2019,465.3,249.1,253.8,16.6,0.48700000000000004,18.8,70.5,0.41700000000000004,0.32899999999999996,0.406,47,11.7,1.6,0.5,0.9
Lorenzo Brown,2018-2019,54.6,31.2,28.6,16.5,0.38,5.2,13.0,1.0,0.214,0.324,26,6.3,-0.1,-4.3,-0.1
Lou Williams,2018-2019,1500.0,225.0,405.0,30.7,0.5539999999999999,7.5,60.0,0.8759999999999999,0.361,0.425,75,21.2,5.1,0.4,1.2
Luc Mbah a Moute,2018-2019,20.0,7.2,2.0,13.9,0.495,1.2,1.2,0.4,0.33299999999999996,0.444,4,6.7,0.0,-5.4,-0.1
Luka Doncic,2018-2019,1526.3999999999999,561.6,432.0,29.4,0.545,21.599999999999998,79.2,0.713,0.327,0.42700000000000005,72,19.6,4.9,4.1,3.6
Luke Kennard,2018-2019,611.0999999999999,182.7,113.4,17.8,0.56,12.600000000000001,25.200000000000003,0.836,0.39399999999999996,0.43799999999999994,63,11.9,2.5,-1.5,0.2
Luke Kornet,2018-2019,322.0,133.4,55.199999999999996,17.7,0.531,41.4,27.599999999999998,0.826,0.363,0.37799999999999995,46,14.8,1.4,0.7,0.5
Luol Deng,2018-2019,156.2,72.6,17.6,15.4,0.588,8.8,15.399999999999999,0.7140000000000001,0.318,0.5,22,14.6,0.8,-0.6,0.1
Malachi Richardson,2018-2019,30.799999999999997,13.2,0.0,14.1,0.48100000000000004,0.0,0.0,0.8,0.32,0.31,22,0.9,-0.1,-10.8,-0.2
Malcolm Brogdon,2018-2019,998.4,288.0,204.8,19.9,0.614,12.8,44.8,0.9279999999999999,0.426,0.505,64,17.8,6.5,1.5,1.6
Malcolm Miller,2018-2019,35.0,5.0,1.0,17.9,0.63,1.0,1.0,0.75,0.47600000000000003,0.423,10,13.7,0.2,-2.0,0.0
Malik Beasley,2018-2019,915.3000000000001,202.5,97.2,18.0,0.599,8.1,56.699999999999996,0.848,0.402,0.474,81,14.2,4.5,-0.5,0.7
Malik Monk,2018-2019,649.7,138.7,116.80000000000001,23.4,0.518,21.9,36.5,0.882,0.33,0.387,73,11.8,0.3,-3.9,-0.6
MarShon Brooks,2018-2019,191.39999999999998,46.400000000000006,26.1,23.1,0.518,2.9000000000000004,8.7,0.6970000000000001,0.278,0.45,29,11.6,0.1,-5.6,-0.3
Marc Gasol,2018-2019,1074.3999999999999,624.1,347.6,20.9,0.546,86.9,86.9,0.759,0.363,0.44799999999999995,79,16.7,6.0,2.8,3.0
Marcin Gortat,2018-2019,235.0,263.2,65.8,14.6,0.562,23.5,4.7,0.7290000000000001,,0.532,47,12.8,1.4,-1.1,0.2
Marco Belinelli,2018-2019,829.5,197.5,134.29999999999998,18.5,0.557,7.9,31.6,0.903,0.37200000000000005,0.413,79,11.9,2.5,-2.1,0.0
Marcus Derrickson,2018-2019,46.2,13.2,1.1,23.3,0.653,1.1,0.0,0.8,0.5,0.485,11,19.4,0.2,-2.8,0.0
Marcus Morris,2018-2019,1042.5,457.5,112.5,20.2,0.568,22.5,45.0,0.8440000000000001,0.375,0.447,75,14.2,4.5,-1.4,0.3
Marcus Smart,2018-2019,712.0,232.0,320.0,14.2,0.568,32.0,144.0,0.8059999999999999,0.364,0.42200000000000004,80,13.1,5.3,1.8,2.1
Mario Hezonja,2018-2019,510.40000000000003,237.79999999999998,87.0,20.6,0.49700000000000005,5.800000000000001,58.0,0.763,0.276,0.41200000000000003,58,10.8,-0.1,-4.0,-0.6
Markelle Fultz,2018-2019,155.79999999999998,70.3,58.9,18.7,0.452,5.7,17.1,0.568,0.28600000000000003,0.419,19,10.5,0.3,-3.1,-0.1
Markieff Morris,2018-2019,545.2,266.79999999999995,81.19999999999999,18.9,0.521,23.200000000000003,34.8,0.772,0.335,0.42100000000000004,58,11.7,1.6,-2.8,-0.3
Marquese Chriss,2018-2019,180.6,141.9,21.5,19.4,0.455,12.9,17.2,0.711,0.222,0.37200000000000005,43,9.2,-0.2,-6.2,-0.5
Marvin Bagley III,2018-2019,923.8000000000001,471.2,62.0,23.6,0.562,62.0,31.0,0.691,0.313,0.504,62,18.9,3.6,-1.8,0.1
Marvin Williams,2018-2019,757.5,405.0,90.0,14.6,0.5479999999999999,60.0,67.5,0.767,0.366,0.42200000000000004,75,12.6,3.8,0.3,1.3
Mason Plumlee,2018-2019,639.6,524.8000000000001,246.0,15.7,0.602,73.8,65.60000000000001,0.561,0.2,0.593,82,17.8,5.8,3.8,2.6
Matthew Dellavedova,2018-2019,283.20000000000005,76.80000000000001,182.39999999999998,17.2,0.532,0.0,14.399999999999999,0.8079999999999999,0.33799999999999997,0.405,48,11.1,0.5,-5.5,-0.7
Maurice Harkless,2018-2019,462.0,270.0,72.0,13.4,0.547,54.0,66.0,0.6709999999999999,0.275,0.48700000000000004,60,13.2,3.4,2.2,1.5
Maxi Kleber,2018-2019,482.8,326.59999999999997,71.0,13.1,0.579,78.10000000000001,35.5,0.784,0.353,0.45299999999999996,71,13.1,3.5,1.5,1.3
Meyers Leonard,2018-2019,359.90000000000003,231.79999999999998,73.2,14.7,0.675,6.1000000000000005,12.200000000000001,0.843,0.45,0.545,61,15.8,3.0,1.4,0.8
Michael Beasley,2018-2019,182.0,59.8,26.0,28.5,0.532,10.4,7.8,0.718,0.17600000000000002,0.49,26,15.9,0.2,-4.0,-0.1
Michael Carter-Williams,2018-2019,134.4,70.0,70.0,17.4,0.45799999999999996,14.0,19.599999999999998,0.604,0.263,0.374,28,14.7,0.8,0.0,0.2
Michael Kidd-Gilchrist,2018-2019,428.8,243.2,64.0,15.0,0.5529999999999999,38.4,32.0,0.772,0.34,0.47600000000000003,64,13.3,2.5,-1.3,0.2
Mikal Bridges,2018-2019,680.6,262.40000000000003,172.20000000000002,11.8,0.556,41.0,131.20000000000002,0.805,0.335,0.43,82,10.8,2.9,-0.2,1.1
Mike Conley,2018-2019,1477.0,238.0,448.0,26.1,0.569,21.0,91.0,0.845,0.364,0.43799999999999994,70,21.4,8.0,3.4,3.2
Mike Muscala,2018-2019,448.0,243.2,76.8,13.7,0.564,38.4,19.2,0.8240000000000001,0.348,0.402,64,10.8,2.5,-0.7,0.4
Mike Scott,2018-2019,458.2,276.5,63.2,13.7,0.528,15.8,23.7,0.667,0.401,0.4,79,8.6,1.6,-2.7,-0.2
Miles Bridges,2018-2019,600.0,320.0,96.0,14.5,0.5479999999999999,48.0,56.0,0.753,0.325,0.46399999999999997,80,13.1,2.9,-0.6,0.6
Miles Plumlee,2018-2019,79.2,39.6,16.2,16.5,0.654,3.6,5.3999999999999995,0.5329999999999999,,0.667,18,18.9,0.5,-0.1,0.1
Milos Teodosic,2018-2019,48.0,16.5,31.5,16.9,0.557,1.5,3.0,0.5710000000000001,0.37,0.425,15,6.5,-0.1,-6.1,-0.2
Mitchell Robinson,2018-2019,481.8,422.40000000000003,39.6,11.8,0.6920000000000001,158.4,52.800000000000004,0.6,,0.6940000000000001,66,22.0,6.1,5.7,2.7
Monte Morris,2018-2019,852.8000000000001,196.79999999999998,295.2,16.7,0.5770000000000001,0.0,73.8,0.802,0.414,0.493,82,16.2,6.2,0.2,1.1
Montrezl Harrell,2018-2019,1361.2,533.0,164.0,22.6,0.636,106.60000000000001,73.8,0.643,0.17600000000000002,0.615,82,23.4,8.7,4.2,3.4
Moritz Wagner,2018-2019,206.4,86.0,25.8,20.8,0.5329999999999999,12.9,12.9,0.8109999999999999,0.28600000000000003,0.415,43,10.1,0.2,-5.1,-0.3
Myles Turner,2018-2019,984.2,532.8000000000001,118.4,19.8,0.5670000000000001,199.8,59.2,0.736,0.38799999999999996,0.48700000000000004,74,18.0,6.3,3.3,2.8
Naz Mitrou-Long,2018-2019,15.400000000000002,5.6000000000000005,15.400000000000002,13.7,0.38299999999999995,1.4000000000000001,1.4000000000000001,1.0,0.182,0.3,14,2.2,-0.1,-8.9,-0.1
Nemanja Bjelica,2018-2019,739.1999999999999,446.59999999999997,146.29999999999998,16.1,0.585,53.9,53.9,0.7609999999999999,0.401,0.479,77,15.4,4.5,2.0,1.8
Nene,2018-2019,151.20000000000002,121.8,25.2,11.3,0.552,16.8,16.8,0.66,0.0,0.517,42,11.9,1.4,-2.0,0.0
Nerlens Noel,2018-2019,377.3,323.40000000000003,46.199999999999996,13.6,0.608,92.39999999999999,69.3,0.684,,0.5870000000000001,77,19.3,4.3,3.9,1.6
Nick Young,2018-2019,9.2,1.2,2.0,12.5,0.5,1.2,0.0,,0.375,0.33299999999999996,4,2.3,0.0,-7.0,0.0
Nicolas Batum,2018-2019,697.5,390.0,247.5,12.8,0.581,45.0,67.5,0.865,0.389,0.45,75,11.9,3.7,0.8,1.7
Nik Stauskas,2018-2019,401.20000000000005,129.2,81.6,16.9,0.545,6.800000000000001,20.4,0.8909999999999999,0.37200000000000005,0.402,68,10.9,1.1,-3.2,-0.3
